customer_text,amazon_reply
@115830 item Q60933485624 meant to be arriving today. Still hasn't turned up. Tried prime for this item. Definitely cancelling this. Poor,@324093 Deliveries can be made up to 21:00. Please keep us updated on its arrival! ^ZW
@324500 @117086 achei barato https://t.co/8u3qfsb7ru,@324499 Já botou no carrinho 😱? ^MB
"@115850  30th dec tak aapne result declare krne hai..tak bak to meri beard bahut badh jayegi.. hehe
Pls reply..
#Syskaappquiz","@134809 We understand your concern. The results aren't declared yet, please stay tuned to our website for updates. ^YP"
Amazon ffs my parcel has been out for delivery since 7:30 this morning and STILL ISN’T HERE,"@324794 We'd like to help if we may! Deliveries can be made until 21:00. Please, do keep us updated! ^JE"
@AmazonHelp No me cogen el teléfono,"@324790 Comprendo, Maria. En ese caso, por favor contacta a través del siguiente enlace: https://t.co/OjvUxwnzPe, para asistencia. ^LG"
"@116928 Ponéis que habéis entregado un paquete mío y en mi casa no ha llegado nada, que hago en estos casos?","@324790 Hola José Luis, lamento lo sucedido. ¿Has podido hablar con el transportista directamente para más detalles al respecto? ^LG"
"@AmazonHelp ¡No! ¡Si está genial la solución a la ausencia en casa! Eso sí, si me hubieran avisado de que estaba en el buzón mejor...","@325016 😀Genial Lorena, nos alegra saber que ya tienes el pedido contigo. ^VL"
"Ich gehe mal davon aus, dass meine @AmazonHelp Bestellung heute nicht mehr kommt -.-",@325142 Das kommt auf den Lieferdienst an. Teilweise wird noch bis 21 Uhr zugestellt ;) ^AN
"@AmazonHelp Die Sendung, die übrigens für heute garantiert war, steht aber leider nicht in Zustellung","@325142 Oje, dann wird es wahrscheinlich doch nichts mehr. :-( Unser Kundenservice schaut sich das gerne an: https://t.co/24XL9C4y1x ^KM"
@AmazonHelp Dann werd ich mich da wohl mal melden,"@325142 Ja, mach das bitte. ^BL"
"@AmazonHelp how do I cancel a digital book order that, since I can't use points to buy it, I don't want?","@325661 Give us a call, Debra, and we'll take care of it for you. Here's a link to help:  https://t.co/hApLpMlfHN ^EM"
well @115830 did not even dispatch my order of Fire emblem warriors which was due for release today. Not even an email about the delay....,@325667 Oh no! Did you select Release-Date delivery? Will you inform us of the delivery estimate given here: https://t.co/aaDyEz1VgE? ^SK
"@115821 5 - An @115821 membership I hardly use, so I feel ripped off 😣",@326236 I'm so sorry! Visit us here: https://t.co/OiwnWcYfVt for more info and directions to cancel your Prime membership. ^TK
@AmazonHelp Its either free delivery or standard delivery atm its on free but want it quicker than estimated delivery date😊,@326241 The most accurate dates available for delivery will be provided during checkout. I'm sorry for any inconvenience! ^LB
@AmazonHelp Ok. How many working days is standard delivery???,@326241 Our Standard Delivery is 1 to 2 business days after dispatch. You can view more info here: https://t.co/HOkFnx9t9t ^LR
@AmazonHelp I have cancelled the order. No delivery attempt was made. I will happily DM the order reference etc to you.,"@326596 While we don't have acct access, we'd still like to get your feedback, Dave! Pls use the link ^VB provided to reach us. ^CS"
@AmazonHelp Thanks I have emailed via the link.,@326596 Let us know how it goes. It's never our intent for you to have a bad delivery experience! ^SA
Packaging overkill @115830 https://t.co/4q1384Nyf3,"@326614 Thanks for letting us know, Shane! You're more than welcome to submit feedback on packaging here:https://t.co/c6ku6Z0HRD ^SA"
@AmazonHelp Still waiting to hear from @115821 @AmazonHelp   Are you going to rectify this? I'm not canceling my order because you screwed up the price,"@326827 Hi, Karen. Can you please provide the link for the item in question? We are here to help you! ^BA"
@AmazonHelp Bon Jovi: This House Is Not for Sale https://t.co/PDWMWsCPrb,"@326827 Items can be shipped and delivered the same day! If you don't receive it by 9 P.M., please let us know! ^CN"
@AmazonHelp Right but on the phone yesterday and during the online chat today I was tokdbit would arrive today. Everyday you kept pushing it further out,@326827 I'm sorry we've let you down. It's never our intention. Please keep us posted on its arrival by 8 PM on October 21. ^JM
@AmazonHelp So which is it???  Today or tomorrow??,"@326827 From the screen shot you provided, it appears the order will arrive by tomorrow by 8PM. Please keep us posted.^SK"
"@130293 Hola, ¿tenéis fecha de estreno para la cuarta de ""Transparent""? Gracias.","@328201 Hola, apenas tengamos más detalles serán anunciados en nuestra página web. Mantente al tanto 😉 ^LG"
@AmazonHelp Still don’t have any clue on the status of my order placed 27 days back. What is stopping you to update atleast a status on when and where ?,@192844 Request you to check and respond to that correspondence for further assistance. 2/2 ^NK
@AmazonHelp Only content am getting from your email is*you will be updated soon*but what I am expecting is status of order on when delivery will happen.,@192844 We're working on your issue and we'll get in touch once we receive an update from our team. Appreciate your understanding. ^SQ
"@AmazonHelp I am sure you are working on it, you better work harder. Just a simple question:When can I expect my order to be delivered ?","@192844 We've escalated the issue to our concerned team, we'll get back to you as soon as we receive an update from them. ^SH"
@AmazonHelp Still don’t have any clue on the status of my order placed 27 days back. What is stopping you to update atleast a status on when and where ?,@192844 I understand you're upset with us. You must have received an email correspondence from our social media team by now. 1/2 ^NK
@AmazonHelp i already filled form once. i called &amp; wrote email 100 times. amazon does nothing ..  worst customer care in entire industry.,"@207355 I understand your concern, Manan. Please reply to the correspondence you've received from us. I'll get back to you. ^HD"
"@AmazonHelp Hi there iPhone -- I'm afraid since the iOS update, the app has been insanely unstable.",@137142 Thanks for the information! Have you tried uninstalling/reinstalling the app? ^ML
"@AmazonHelp I have, a couple times in fact. It's crazy glitchy. I even tried signing out and reseting the phone, no change.",@137142 This certainly isn't what we want for you to experience! Contact us here: https://t.co/hApLpMlfHN so we can research further. ^HC
Got my Rogue One Blu Ray today. It's the second Blu Ray I've ordered from @115821 that didn't include the outer slipcover. WTF?,@330630 That's not good! We'd like to take a better look at this with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^KP
"@115821 when will my copy of wwe 2k18 arrive, I still don't have a delivery date",@330804 I'm sorry for the wait! Please keep an eye on your e-mails for a delivery update! ^KP
"@AmazonHelp UNRESOLVED, my account is still gone.",@331160 You can call an Account Specialist at: 888-282-2406 or e-mail: https://t.co/GmxBqeHFs9 ^AF https://t.co/1XyLaGkcaN
"@AmazonHelp If calling in was helping, I wouldn't be here! I'd have my account, content, and gift card balances back!",@331160 I'd like a member of my team to take a closer look. Please provide as much detail as you can here: https://t.co/0DhtqegnJe ^BG
"Se a @117086 fosse uma mulher ia receber pedido de casamento meu 1x por dia! 😍
#Amazon… https://t.co/Z0SaTKo3Y6","@135281 Opa 🙌 Você aproveitou demais, Flávio! Muito fã dos Vingadores, não é? ^LG"
"@AmazonHelp hahaha simm 😍😍😍 inclusive chegaram essa semana e ja estao na estante: Deuses americanos e Contos de Terror, de Mistério e de Morte.. aaah e uma meia duzia de ebooks :)",@135303 E já começou a leitura😱? ^MB
"@AmazonHelp ainda não, tem fila de espera.. estou terminando Doutor Sono 😄","@135303 Então me diga! Assim que terminar a leitura de ""Doutor Sono"",  já sabe qual livro vai ler?. 😍🤔📚 ^NB"
@AmazonHelp Opa!!! o próximo da fila é: A morte do pai - Karl Ove,@135303 Você é uma fera da leitura edu! Ler um bom livro é inigualável! 😍📚👏 ^JJ
Waiting for a parcel from @115830 Said to be arriving today. A prime member and was on next day delivery..... Yet says not yet dispatched,@332774 I'm sorry about this. Please reach out to us by phone so we can investigate this further with you: https://t.co/qy3J24VGxb ^GR
@117086 Quando começa vende de eletroportáteis?,@333162 2/2 as opções de compra” na página de detalhes do produto. ^VM
@117086 Quando começa vende de eletroportáteis?,"@333162 Todas nossas novidades são divulgadas no site. Se algum vendedor oferecer o item para venda, você verá a caixa “Ver todas 1/2"
@AmazonHelp It a @42845 headphone so he can take it to his outstation trip.,"@333169 Sure, please report this to our support team here: https://t.co/vlvfJr4nN9 for more assistance with it. ^RS"
@AmazonHelp Can u hep me with cuatomer  are no. Wer i can talk to rxecutive? The no. Amazon toll free mo has no option to spk to cust serv in person,@333169 There is no toll free number. Customer has to select the appropriate reason from the (2/2)^HR
@AmazonHelp Can u hep me with cuatomer  are no. Wer i can talk to rxecutive? The no. Amazon toll free mo has no option to spk to cust serv in person,@333169 link shared above so that he/she can be transferred to appropriate department for assistance. (2/2)^HR
@AmazonHelp Ok. Looks like this system changed now.. earliwr i was able to connect easily withing a min.. dat was teh best customer service.,@333169 I'll be sure to pass your comments as feedback to our concerned team for review. ^GS
@AmazonHelp 13時ごろに再送されまして、無事に商品が届きました。お騒がせしてすみませんでした。,@333293 無事に商品が届いた旨をお知らせいただきまして、ありがとうございます。この度はご不便をおかけし、申し訳ございませんでした。ET
